Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.995*D*D + 0.005* C*C), Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.995*J*J + 0.005* I*I), Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
27-Jul-26,  TRENT  ,,2890.5,0.01629958,0.02362866,,0.45083156,2948.5,2901.5,0.01606872,0.02379025,0.02375797,0.45389537,0.02375797,0.45389537
,SONACOMS,,717.95,,0.02047425,0.02042518,0.39022256,724.15,720.35,0.00526135,0.02081852,0.02076972,0.39680498,,0.39680498
  27-Jul-26  ,TCS,,2254.3,0.01815474,0.01692306,0.01692944,0.32343654,2293.8,,0.01555323,0.01660765,0.01660242,0.31718886,0.01692944,
  27-Jul-26  ,PIIND,2742.9,2731.2,0.00427468,0.01766209,0.01762049,0.33663896,2749.4,2741.6,0.00284101,0.0178918,,,0.01784824,0.34099019
27-Jul-26,  BOSCHLTD  ,41250.0,41755.0,-0.01216809,0.01736713,0.01734509,0.33137752,41425.0,,-0.00769512,0.01747542,0.01744016,,0.01744016,0.33319376
27-Jul-26,IDEA,13.06,13.13,-0.00534556,0.03082123,0.03074643,0.58740977,13.1,13.16,-0.0045697,0.03102207,0.03094612,0.59122486,0.03094612,0.59122486
,ETERNAL,295.85,280.0,0.05506297,0.02288244,0.02315495,0.44237465,294.6,280.45,,0.02271033,0.02291933,0.43787321,0.02315495,0.44237465
27-Jul-26,360ONE,1132.7,1102.3,0.02720526,0.02091823,0.0209543,0.40033138,1131.6,1100.8,0.02759537,0.0209947,0.02103292,,0.02103292,0.40183333
27-Jul-26,BANKINDIA,137.87,142.62,-0.03387254,0.02169146,0.02176934,0.41590265,137.76,142.68,-0.03509132,0.02184679,0.02193287,0.41902681,0.02193287,0.41902681
  27-Jul-26  ,INFY,1079.1,1040.9,0.03604164,0.01850977,0.01863845,0.35608715,1080.0,1044.5,0.03342274,,0.01797276,0.34336917,,0.35608715
27-Jul-26,TITAN,4740.0,4677.1,0.01335888,0.01505637,0.01504822,0.28749579,4731.5,4684.0,0.01008983,0.01496937,0.01494887,0.2855977,0.01504822,0.28749579
,  TECHM  ,1574.9,1559.5,0.00982652,,0.01797503,0.34341241,1573.3,1562.0,0.00720827,0.01784071,0.01780332,,0.01797503,0.34341241
  27-Jul-26  ,SENSEX50,25154.71,24915.18,0.0095679,0.00878805,,0.16797343,25167.25,24940.0,0.00907061,0.00879871,0.00880024,0.16812841,0.00880024,0.16812841
  27-Jul-26  ,NESTLEIND,1446.1,1443.5,0.00179956,0.0129973,0.0129654,0.24770358,1447.4,1442.6,0.0033218,0.01302723,0.01299679,0.24830338,0.01299679,0.24830338
27-Jul-26,  AUBANK  ,1051.2,,0.04603995,0.0192659,0.01949135,0.37238163,1050.9,1007.3,0.04237346,0.01870759,0.01889967,,0.01949135,0.37238163
,DMART,4027.6,4018.8,0.00218731,0.01649862,0.01645791,0.314428,4028.2,4021.9,0.0015652,0.01683737,0.01679568,0.32088095,0.01679568,0.32088095
  27-Jul-26  ,RECLTD,368.15,361.6,,0.02044223,0.02043042,0.39032257,368.45,361.2,0.0198732,0.0206727,0.02066877,0.39487623,0.02066877,0.39487623
27-Jul-26,  PGEL  ,579.7,572.4,0.01267268,0.03213744,0.03206944,0.61268578,580.75,572.9,0.01360919,0.03295651,0.03288807,0.62832577,0.03288807,0.62832577
27-Jul-26,NUVAMA,1916.7,1980.1,-0.03254239,0.02527903,0.02532054,,1922.4,1987.5,-0.03330316,0.02586297,0.02590543,0.49492245,0.02590543,0.49492245
27-Jul-26,  LTM  ,4190.1,4091.9,0.02371519,0.0202473,0.02026604,0.38718211,4192.6,4091.5,0.02440942,0.01996179,,0.3818399,0.02026604,0.38718211
  27-Jul-26  ,DELHIVERY,470.0,462.55,0.01597804,0.02035007,0.02033066,0.38841676,469.15,462.05,0.01524944,0.02045504,0.02043234,0.39035938,,0.39035938
27-Jul-26,ASTRAL,1465.7,1468.1,-0.0016361,0.01928178,0.01923394,0.3674639,1461.3,1469.5,-0.00559576,0.01908357,0.01903984,,0.01923394,
,TVSMOTOR,3876.4,,,0.01796671,0.01792202,0.34239972,3877.1,3862.5,0.00377281,0.01766289,0.01762076,0.33664419,0.01792202,0.34239972
27-Jul-26,SUNPHARMA,,1941.1,0.01660446,0.01257639,0.01259991,,1966.0,1938.0,,0.01235936,0.01236993,0.23632711,0.01259991,0.24072091
,,258.28,251.42,0.02691942,0.02459999,0.02461214,0.47021429,259.13,251.54,0.02972784,0.02445777,0.02448689,0.46782139,0.02461214,0.47021429
  27-Jul-26  ,HINDZINC,529.65,531.95,,0.0247295,0.02466954,0.47131087,,531.75,-0.00433472,0.02487533,0.02481492,0.4740883,0.02481492,0.4740883
27-Jul-26,NIFTYNXT50,72596.85,71766.0,0.01151071,0.01155442,0.011554,0.22073891,72446.2,71795.0,0.00902938,0.0113964,0.01138588,0.21752692,0.011554,0.22073891
27-Jul-26,INDIGO,5230.0,4985.0,0.04797787,,0.0214795,0.41036521,5233.5,4994.5,0.04674296,0.02094764,0.02115492,0.40416413,0.0214795,0.41036521
27-Jul-26,M&M,3238.6,3161.4,0.02412617,0.01816501,0.01819974,0.34770553,3233.1,3158.2,0.02343918,0.01780297,0.0178357,0.34075059,0.01819974,0.34770553
27-Jul-26,EICHERMOT,7769.0,7628.0,,0.01719795,0.01720373,0.32867689,7773.0,7618.0,0.02014232,0.01700751,0.01702475,0.32525748,0.01720373,0.32867689
27-Jul-26,HDFCBANK,739.55,742.8,-0.00438494,0.01387393,0.01384282,0.26446672,741.1,744.45,-0.00451012,0.01352117,,0.25774556,0.01384282,0.26446672
27-Jul-26,MUTHOOTFIN,3025.7,2986.7,,0.02256469,0.022527,0.43037771,3029.1,2989.0,0.01332666,0.0226976,0.02266036,,0.02266036,0.43292565
27-Jul-26,,942.35,947.75,-0.005714,,0.01722565,0.32909557,943.7,947.45,-0.00396585,0.01702026,0.01697999,,,0.32909557
  27-Jul-26  ,MARUTI,13729.0,13442.0,0.02112625,0.01526732,0.01530216,0.29234738,13719.0,13446.0,0.02010007,0.01518395,0.01521241,0.29063262,0.01530216,0.29234738
27-Jul-26,  DIVISLAB  ,7413.5,7248.5,0.02250811,0.01475645,0.01480521,0.28285319,7421.0,7257.0,0.0223473,0.01456967,0.01461902,0.2792959,,0.28285319
27-Jul-26,  AXISBANK  ,,1227.3,,0.01540517,0.01536664,0.29357919,1228.7,1229.4,-0.00056955,,0.015116,0.28879075,0.01536664,0.29357919
27-Jul-26,HINDUNILVR,2174.5,2145.0,0.0136592,,0.01281221,0.24477689,2174.8,2146.5,0.0130981,0.01259985,0.01260254,0.24077118,0.01281221,0.24477689
27-Jul-26,,2196.0,2192.1,0.00177754,0.01850338,,0.35263242,2198.1,2193.8,0.00195815,0.01842067,0.01837505,0.35105489,0.01845762,0.35263242
27-Jul-26,MPHASIS,2332.6,2288.1,0.01926175,0.01955862,0.01955716,0.37363895,2335.6,2296.7,0.01679551,0.0198152,,0.37830126,0.01980119,0.37830126
27-Jul-26,DRREDDY,1150.8,,-0.00078176,0.01486931,0.01483231,0.28337097,1153.7,1155.8,,0.01501501,0.01497796,0.28615352,0.01497796,0.28615352
27-Jul-26,BIOCON,436.25,433.65,0.00597772,,,0.35021608,436.95,,,0.01837134,0.01833193,0.35023109,0.01833193,0.35023109
27-Jul-26,  CAMS  ,785.05,761.45,0.0305229,0.02082297,0.02088277,0.39896483,784.85,762.05,0.02948045,0.02149112,0.02153848,0.41149209,0.02153848,0.41149209
27-Jul-26,MUTHOOTFIN,3025.7,2986.7,0.01297337,0.02256469,0.022527,0.43037771,3029.1,2989.0,0.01332666,0.0226976,0.02266036,0.43292565,0.02266036,0.43292565
27-Jul-26,,4201.9,4157.4,0.01064693,,0.02906963,0.55537443,4206.9,4176.6,0.00722852,0.02910597,0.02903766,0.55476364,0.02906963,0.55537443
27-Jul-26,ICICIBANK,1445.7,1432.9,0.00889327,0.01233299,0.01231807,,1443.8,1431.8,0.00834613,0.01190271,0.01188739,0.22710819,0.01231807,0.23533648
  27-Jul-26  ,BANKEX,64802.33,64297.0,0.00782859,,0.01112412,0.21252609,64834.65,64472.25,0.00560528,0.0112773,0.01125616,,0.01125616,0.21504868
27-Jul-26,BHARTIARTL,1905.3,1898.2,0.00373341,0.01299343,0.01296362,0.24766968,1906.5,,0.00278383,0.01247329,0.01244351,,0.01296362,0.24766968
27-Jul-26,  BRITANNIA  ,5384.5,5379.5,0.00092902,,0.01277592,0.2440836,5383.0,5375.0,0.00148727,0.01292534,0.01289324,0.24632509,0.01289324,0.24632509
27-Jul-26,INDIANB,831.25,,0.00621476,0.02153719,0.02148776,0.41052309,831.05,825.5,,0.02148634,0.02143773,0.40956723,0.02148776,0.41052309
27-Jul-26,HEROMOTOCO,5113.5,5011.1,,0.01657084,0.01659105,0.31697162,5112.7,,0.02041149,0.01670815,0.01672864,0.31960019,0.01672864,0.31960019
27-Jul-26,JUBLFOOD,427.45,418.25,0.02175798,0.02025389,0.02026169,,,,0.02301665,,0.01998686,0.3818485,,0.38709898
  27-Jul-26  ,  ITC  ,285.85,283.45,0.00843146,0.01222295,0.0122069,0.23321253,,283.95,0.00841667,0.01216465,0.01214884,0.23210325,0.0122069,0.23321253
  27-Jul-26  ,SHRIRAMFIN,1038.0,1005.1,0.03220875,0.02293567,0.02299123,0.4392469,1037.6,1006.6,0.03033204,0.02268582,0.02273053,0.43426613,0.02299123,0.4392469
  27-Jul-26  ,GODREJCP,1073.7,1059.5,0.01331353,0.01588508,0.01587339,0.30326071,1075.6,1061.1,0.01357254,0.01570615,0.0156961,0.29987364,0.01587339,0.30326071
,LAURUSLABS,,1601.2,,0.01993936,0.02045792,0.39084797,1711.1,1603.5,0.0649477,0.01976014,,,0.02045792,0.39084797
27-Jul-26,  NYKAA  ,326.75,322.8,0.01216242,0.01825778,0.01823247,0.3483308,,323.25,,0.01825405,0.01823634,0.3484047,0.01823634,0.3484047
27-Jul-26,NIFTY,23995.95,23767.45,0.00956807,0.00879396,0.00879779,,24028.0,23806.5,,0.00886594,,0.16941689,0.00886769,0.16941689
27-Jul-26,VBL,464.5,457.2,0.01584063,0.01917925,,0.36612598,464.0,457.1,0.01498237,0.01905657,0.01903829,0.36372608,0.01916391,0.36612598
,PNBHOUSING,1078.5,1058.0,0.01919085,0.02300252,0.02298512,0.43913014,,1059.4,0.01777575,0.02312318,0.02309949,0.44131516,0.02309949,0.44131516
27-Jul-26,SAIL,162.6,161.45,0.0070977,0.02314228,0.02308991,0.44113215,162.77,161.7,0.00659539,0.02288126,,0.43614179,0.02308991,0.44113215
27-Jul-26,  MOTILALOFS  ,869.3,,-0.00298645,0.02733783,0.02727027,0.52099784,,871.5,-0.00344828,0.02751798,0.0274502,0.52443526,0.0274502,0.52443526
,RBLBANK,362.8,352.9,0.02766699,,,0.4210063,362.35,,,0.02171864,0.02173635,0.41527243,0.02203648,0.4210063
27-Jul-26,BSE,3536.8,3549.7,-0.00364073,,0.0280019,0.53497554,3542.8,3554.3,-0.00324076,0.02805792,,0.534723,,0.53497554
  27-Jul-26  ,COLPAL,2136.6,2086.1,0.02391949,0.01548307,0.0155368,0.29683009,2137.8,2087.4,0.02385799,0.01571642,0.01576772,,0.01576772,0.30124185
  27-Jul-26  ,INDUSINDBK,1007.05,996.05,,0.02200533,,,1007.1,996.65,0.01043054,0.02196259,0.02192013,0.41878353,0.02196388,0.41961932
27-Jul-26,  MCX  ,2755.0,,0.00911583,0.02517631,0.02512163,0.47994805,2755.0,2733.4,0.00787119,0.02501985,0.02496337,0.47692451,0.02512163,
  27-Jul-26  ,  CONCOR  ,510.5,477.55,0.06672177,0.01812896,0.01868892,0.35705129,510.3,477.3,0.06685356,0.01821112,0.01877042,0.35860844,0.01877042,0.35860844
27-Jul-26,TORNTPHARM,5019.4,4961.5,0.01160229,0.01412718,,0.26968154,5032.7,4964.8,0.0135836,0.0132953,0.01329657,0.25403061,0.01411578,0.26968154
  27-Jul-26  ,CUMMINSIND,5629.5,,0.00516475,0.01902685,0.01898271,,,5622.0,0.0029306,0.01885723,0.0188113,0.35938935,0.01898271,
  27-Jul-26  ,HDFCAMC,2551.8,2505.7,0.01823086,0.02065679,0.0206453,,2548.4,2504.8,0.01725682,0.02054675,0.02053164,0.39225638,0.0206453,0.39442786
  27-Jul-26  ,SX40,44821.8,44381.39,0.00987439,,0.00913568,0.17453684,44829.25,44410.85,0.00937702,0.00917689,0.00917816,0.17534842,0.00917816,0.17534842
27-Jul-26,BHARATFORG,2181.3,2151.6,0.01370928,0.01944423,0.01941982,0.3710151,2182.0,2155.0,0.01245116,0.01971732,0.01968759,0.37613093,0.01968759,0.37613093
  27-Jul-26  ,LT,3806.0,3785.6,0.00537437,0.01649693,,0.31446906,3809.3,3792.4,0.00444638,0.0164454,0.01640721,0.31345934,0.01646006,0.31446906
27-Jul-26,TATAPOWER,377.35,374.4,0.00784839,0.01528383,0.01525582,0.291462,377.3,374.7,0.00691492,0.01566166,0.01563018,0.29861423,0.01563018,
27-Jul-26,TATASTEEL,184.25,182.67,0.00861228,0.0173743,0.01734161,0.33131103,184.54,183.04,0.00816153,0.01742651,0.01739237,0.33228083,0.01739237,0.33228083
27-Jul-26,COALINDIA,427.5,427.4,0.00023395,0.0150524,,,428.0,428.5,-0.00116754,0.01519736,0.01515955,0.28962283,0.01515955,0.28962283
27-Jul-26,  TATAELXSI  ,3554.4,3538.1,,0.02055557,0.02050666,0.39177913,3566.2,3551.6,0.0041024,0.02143295,0.02138124,0.40848796,0.02138124,0.40848796
27-Jul-26,HYUNDAI,1983.9,1952.6,0.01590279,0.01721612,0.01720966,,,1952.6,0.01836962,0.01781179,0.01781463,,0.01781463,0.34034796
27-Jul-26,GAIL,,170.02,0.02446019,0.01739644,0.01743899,,174.75,169.94,0.02791095,0.01757459,0.01764145,0.33703943,0.01764145,0.33703943
  27-Jul-26  ,FORCEMOT,17273.0,17621.0,-0.01994678,0.03226794,0.03221806,0.61552514,17281.0,17673.0,-0.02243042,0.03275501,,0.62495202,,0.62495202
  27-Jul-26  ,  SBICARD  ,,618.75,0.041549,0.01688135,0.01709347,0.32657028,644.85,620.25,0.03889511,0.01675028,0.01693314,0.32350722,,0.32657028
27-Jul-26,DLF,650.85,637.2,0.02119562,0.0202236,,0.38646453,650.1,638.2,0.01847448,0.02016516,0.02015697,0.38509834,0.02022848,0.38646453
,BHEL,415.95,417.3,-0.00324033,0.024547,0.02448672,0.46781822,,417.5,-0.00131823,0.02470936,0.02464764,0.47089242,0.02464764,0.47089242
  27-Jul-26  ,,5384.5,5379.5,0.00092902,0.01280774,0.01277592,0.2440836,5383.0,5375.0,,0.01292534,0.01289324,0.24632509,0.01289324,0.24632509
27-Jul-26,,120.29,120.48,-0.00157827,0.02289342,0.02283642,0.43628912,120.5,120.53,-0.00024893,0.02467358,0.02461191,0.47020998,0.02461191,0.47020998
27-Jul-26,  CROMPTON  ,249.1,250.15,-0.00420632,0.01828495,0.01824162,0.34850569,249.55,250.65,-0.00439825,0.01850671,0.01846305,0.35273608,,0.35273608
27-Jul-26,,236.17,234.71,0.00620118,0.01887591,0.01883377,0.35981861,236.43,234.89,0.00653486,,0.01942955,0.37120111,0.01942955,0.37120111
  27-Jul-26  ,  POWERINDIA  ,31545.0,31070.0,0.01517237,0.02949241,0.0294381,0.5624142,31580.0,31135.0,0.01419142,0.02922847,0.02917251,0.55734007,0.0294381,0.5624142
27-Jul-26,ADANIENT,3036.6,3026.4,0.00336467,0.02429408,0.02423439,,3045.0,3024.1,,0.02467886,0.02462198,0.47040228,0.02462198,0.47040228
  27-Jul-26  ,IOC,141.5,138.47,0.02164602,0.01757734,0.01759994,0.33624642,141.76,138.65,0.02218271,0.01777454,0.01779918,0.34005281,0.01779918,0.34005281
27-Jul-26,TATACONSUM,1107.2,1088.0,0.01749316,0.01496572,,0.28617962,1106.6,1089.1,0.01594058,0.01466256,0.0146692,0.28025476,0.01497933,0.28617962
27-Jul-26,,1552.7,,0.01003277,0.02271439,0.02266856,0.43308222,1553.3,1538.4,0.00963878,0.02282375,0.02277674,0.43514903,0.02277674,0.43514903
27-Jul-26,BPCL,316.2,310.15,,0.01931682,0.01931684,0.36904775,316.9,310.75,0.01959754,,0.01947343,0.3720393,0.01947343,
  27-Jul-26  ,KPITTECH,585.2,583.2,0.00342349,0.02610119,,0.49743504,586.25,585.35,0.00153636,,0.02607919,0.49824223,0.02607919,0.49824223
  27-Jul-26  ,,,2370.5,0.01652584,0.01459754,0.01460788,0.2790831,2413.6,2375.0,0.01612197,0.01464805,0.01465595,0.28000145,0.01465595,0.28000145
27-Jul-26,NTPC,350.8,347.2,0.01031528,0.01374525,0.01373016,,350.3,347.7,0.00744989,0.01349032,,0.25728488,0.01373016,0.26231439
27-Jul-26,YESBANK,22.94,22.95,-0.00043582,0.01975532,0.01970583,0.37647929,22.97,22.96,0.00043545,0.01987558,,0.37877302,0.01982589,0.37877302
27-Jul-26,BHARATFORG,2181.3,2151.6,0.01370928,0.01944423,0.01941982,0.3710151,2182.0,2155.0,0.01245116,,0.01968759,0.37613093,0.01968759,0.37613093
  27-Jul-26  ,EXIDEIND,427.0,443.0,-0.03678576,0.01948115,0.01960582,0.37456875,,441.6,-0.03373758,0.01984526,0.01993871,0.38092843,0.01993871,0.38092843
27-Jul-26,  COCHINSHIP  ,1402.3,1392.4,0.00708487,0.02710106,0.02703791,0.51655856,1402.8,,0.00708233,0.02700517,0.02694224,,0.02703791,0.51655856
27-Jul-26,  VEDL  ,264.65,,0.0,0.02316449,0.02310643,0.4414477,265.35,264.8,0.00207489,0.02323942,0.0231817,,0.0231817,0.44288574
27-Jul-26,  AUROPHARMA  ,1549.4,1532.0,0.01129369,0.01728606,0.01726134,0.32977734,1551.2,1534.6,0.01075906,,0.01733699,0.33122276,0.01733699,0.33122276
27-Jul-26,  INDHOTEL  ,733.75,727.45,0.0086231,0.01748269,,0.33337143,733.1,726.65,0.00883719,0.01743026,0.01739774,0.3323834,0.01744946,0.33337143
27-Jul-26,RVNL,223.96,224.53,-0.00254186,0.02548436,0.02542115,0.48567046,224.43,225.36,-0.00413527,0.02760968,0.02754204,0.52618996,,0.52618996
27-Jul-26,PHOENIXLTD,2036.6,2010.7,0.01279883,0.01987877,0.01984977,0.37922924,2033.4,2013.8,0.00968578,0.01968048,0.01964313,0.37528143,0.01984977,0.37922924
  27-Jul-26  ,  ADANIPOWER  ,213.96,213.66,0.00140312,0.02625154,0.02618595,0.50028193,214.18,213.77,0.00191611,0.0262901,0.02622465,0.50102132,0.02622465,0.50102132
  27-Jul-26  ,IRFC,88.11,87.62,0.00557675,,0.02122809,0.40556209,88.33,,,0.02230459,0.02225172,0.42511844,0.02225172,
  27-Jul-26  ,GRASIM,3112.3,3089.4,,0.01416695,0.01414105,0.27016432,3113.8,3087.1,0.00861171,0.01422791,0.01420523,0.2713906,,0.2713906
,UNOMINDA,1162.4,1127.0,0.0309276,0.02157992,0.02163664,0.4133674,1162.9,1125.8,0.03242299,0.02160314,0.02167078,0.41401969,0.02167078,
27-Jul-26,  CGPOWER  ,877.05,867.7,0.01071797,0.02204081,0.02199876,0.42028569,878.6,,,0.02200832,0.02195681,0.4194842,,0.42028569
  27-Jul-26  ,BAJAJHLDNG,10810.0,10679.0,0.01219244,0.01911506,0.01908681,0.364653,,10670.0,,0.01917123,0.01914814,,0.01914814,0.36582462
27-Jul-26,  GODFRYPHLP  ,2208.9,2129.3,0.03670137,0.03321567,0.033234,0.63493462,,2128.7,0.03221836,0.03333529,0.03332978,0.63676446,0.03332978,0.63676446
  27-Jul-26  ,SUNPHARMA,1973.6,1941.1,0.01660446,0.01257639,,0.24072091,1966.0,1938.0,0.01434451,0.01235936,0.01236993,0.23632711,0.01259991,0.24072091
  27-Jul-26  ,ASIANPAINT,,,0.02700239,0.01453136,0.01462019,0.27931827,2710.0,2643.4,,0.01446935,,0.27778456,0.01462019,0.27931827
27-Jul-26,POLYCAB,9010.0,8907.5,,0.02072149,0.02068544,,9027.0,8935.5,,0.0205373,0.02049854,0.39162403,0.02068544,0.39519487
