INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,NTPC      ,29/09/2026,00000355.65,00000355.65,00000348.25,00000350.95,000000027607500,     2109530775.00,          6018000,             4012,             3258
FUTSTK    ,NUVAMA    ,28/07/2026,00001950.10,00002012.00,00001908.10,00001922.40,000000000650500,     1183696750.00,           597500,             1195,             1144
FUTSTK    ,NYKAA     ,28/07/2026,00000319.45,00000328.50,00000319.45,00000327.90,000000018687500,     4446458593.75,         13640625,             4365,             2525
FUTSTK    ,NYKAA     ,25/08/2026,00000327.35,00000329.50,00000325.85,00000329.10,000000042853125,     4669280000.00,         14234375,             4555,             2703
FUTSTK    ,NYKAA     ,29/09/2026,00000329.50,00000330.00,00000327.05,00000329.75,000000000368750,       17483125.00,            53125,               17,               14
FUTSTK    ,TATACONSUM,28/07/2026,00001120.00,00001124.00,00001097.50,00001106.60,000000005309700,     5840389225.00,          5280000,             9600,             7287
FUTSTK    ,TATACONSUM,25/08/2026,00001120.00,00001132.60,00001103.90,00001113.00,000000014191650,     6929016600.00,          6230400,            11328,             8413
FUTSTK    ,TATACONSUM,29/09/2026,00001130.00,00001135.40,00001113.40,00001120.00,000000001799050,       46809620.00,            41800,               76,               71
FUTSTK    ,TATAELXSI ,28/07/2026,00003533.80,00003596.50,00003529.20,00003566.20,000000000857750,     5264039687.50,          1475125,            11801,             9535
FUTSTK    ,TATAELXSI ,25/08/2026,00003529.00,00003581.30,00003499.20,00003563.40,000000002764125,     5556549775.00,          1565500,            12524,             9996
FUTSTK    ,TATAELXSI ,29/09/2026,00003500.90,00003557.00,00003465.70,00003551.00,000000000145000,      155329250.00,            44000,              352,              299
FUTSTK    ,TATAPOWER ,28/07/2026,00000376.85,00000378.55,00000374.05,00000377.30,000000034453450,     4582334587.50,         12195950,             8411,             6399
FUTSTK    ,TATAPOWER ,25/08/2026,00000378.75,00000380.25,00000376.20,00000379.20,000000039748850,     5049733097.50,         13370450,             9221,             6819
FUTSTK    ,TATAPOWER ,29/09/2026,00000381.00,00000383.00,00000378.65,00000381.95,000000004389150,      141187080.00,           371200,              256,              240
FUTSTK    ,TATASTEEL ,28/07/2026,00000184.00,00000185.00,00000183.70,00000184.54,000000059840000,     6825719862.50,         37015000,            13460,             9919
FUTSTK    ,TATASTEEL ,25/08/2026,00000185.70,00000186.14,00000184.60,00000185.45,000000138371750,     7211131895.00,         38907000,            14148,            10454
FUTSTK    ,TATASTEEL ,29/09/2026,00000185.95,00000186.95,00000185.95,00000186.73,000000029485500,      144126977.50,           772750,              281,              240
FUTSTK    ,TCS       ,28/07/2026,00002279.50,00002315.80,00002275.00,00002293.80,000000010632150,    27138846172.50,         11808000,            52480,            31828
FUTSTK    ,TCS       ,25/08/2026,00002288.00,00002325.10,00002276.10,00002306.80,000000033173100,    29558971980.00,         12805650,            56914,            35423
FUTSTK    ,TCS       ,29/09/2026,00002274.00,00002329.00,00002274.00,00002314.40,000000001087200,      731846677.50,           316800,             1408,             1139
FUTSTK    ,TECHM     ,28/07/2026,00001582.10,00001599.20,00001569.90,00001573.30,000000004231800,    10634950920.00,          6720600,            11201,             8614
FUTSTK    ,TECHM     ,25/08/2026,00001575.00,00001599.30,00001572.70,00001578.40,000000017099400,    12275743440.00,          7741200,            12902,            10117
FUTSTK    ,TECHM     ,29/09/2026,00001577.00,00001593.30,00001570.00,00001575.70,000000000134400,      106182540.00,            67200,              112,              101
FUTSTK    ,TIINDIA   ,28/07/2026,00002799.00,00002869.30,00002774.00,00002847.20,000000000396400,     1742204780.00,           612000,             3060,             2409
FUTSTK    ,TIINDIA   ,25/08/2026,00002791.80,00002885.20,00002776.50,00002862.30,000000001820200,     2306429800.00,           806400,             4032,             3309
FUTSTK    ,TIINDIA   ,29/09/2026,00002873.60,00002885.00,00002865.80,00002878.30,000000000006200,        5181140.00,             1800,                9,                9
FUTSTK    ,TITAN     ,28/07/2026,00004710.60,00004741.30,00004685.70,00004731.50,000000002561300,     7447907232.50,          1581475,             9037,             5927
FUTSTK    ,TITAN     ,25/08/2026,00004719.80,00004765.00,00004713.60,00004757.50,000000005042450,     8240348952.50,          1739850,             9942,             6690
FUTSTK    ,TITAN     ,29/09/2026,00004752.30,00004795.00,00004745.20,00004789.80,000000000544075,      181598095.00,            37975,              217,              207
FUTSTK    ,TMPV      ,28/07/2026,00000326.50,00000328.60,00000326.25,00000328.00,000000037534400,     8036047520.00,         24531200,            15332,            11371
FUTSTK    ,TMPV      ,25/08/2026,00000330.30,00000330.40,00000328.05,00000329.65,000000061553600,     8171735440.00,         24824000,            15515,            11585
FUTSTK    ,TMPV      ,29/09/2026,00000331.55,00000332.20,00000330.25,00000331.90,000000006249600,      254408480.00,           768000,              480,              434
FUTSTK    ,TORNTPHARM,28/07/2026,00004955.10,00005075.00,00004955.10,00005032.70,000000000617500,     7137058112.50,          1419375,            11355,             9258
FUTSTK    ,TORNTPHARM,25/08/2026,00004917.70,00005022.70,00004917.70,00004994.20,000000004532625,     7866543112.50,          1580875,            12647,            10238
FUTSTK    ,TORNTPHARM,29/09/2026,00004918.80,00004984.60,00004910.00,00004974.20,000000000007875,       16117937.50,             3250,               26,               22
FUTSTK    ,TRENT     ,28/07/2026,00002924.90,00002960.00,00002911.80,00002948.50,000000001568475,     8750161800.00,          2970450,            13202,            10508
FUTSTK    ,TRENT     ,25/08/2026,00002912.00,00002950.90,00002895.20,00002935.50,000000011271375,     9117216630.00,          3111750,            13830,            10902
FUTSTK    ,TRENT     ,29/09/2026,00002899.70,00002947.60,00002899.70,00002932.50,000000000254475,      232072785.00,            79200,              352,              308
FUTSTK    ,TVSMOTOR  ,28/07/2026,00003882.10,00003892.50,00003843.50,00003877.10,000000002763250,     9501336197.50,          2457000,            14040,            10457
FUTSTK    ,TVSMOTOR  ,25/08/2026,00003895.00,00003916.10,00003866.00,00003901.10,000000011691750,    10280226705.00,          2643025,            15103,            11205
FUTSTK    ,TVSMOTOR  ,29/09/2026,00003913.20,00003930.80,00003891.00,00003925.70,000000000479850,       50709977.50,            12950,               74,               60
FUTSTK    ,ULTRACEMCO,28/07/2026,00011862.00,00011962.00,00011743.00,00011862.00,000000000581800,     6490974000.00,           549000,            10980,             9180
FUTSTK    ,ULTRACEMCO,25/08/2026,00011866.00,00011992.00,00011806.00,00011925.00,000000001544500,     6753914500.00,           568200,            11364,             9142
FUTSTK    ,ULTRACEMCO,29/09/2026,00011959.00,00012011.00,00011916.00,00012002.00,000000000277250,       36498300.00,             3050,               61,               49
FUTSTK    ,UNIONBANK ,28/07/2026,00000171.30,00000173.20,00000169.69,00000170.18,000000030306825,     5499124854.00,         32196300,             7276,             5539
FUTSTK    ,UNIONBANK ,25/08/2026,00000172.51,00000174.23,00000170.62,00000171.09,000000109934700,     5949043366.50,         34638900,             7828,             5900
FUTSTK    ,UNIONBANK ,29/09/2026,00000172.99,00000174.79,00000171.91,00000172.22,000000002712525,       27538633.50,           159300,               36,               36
FUTSTK    ,UNITDSPR  ,28/07/2026,00001483.80,00001502.20,00001469.50,00001481.40,000000002101600,     3977007160.00,          2667600,             6669,             5275
FUTSTK    ,UNITDSPR  ,25/08/2026,00001479.70,00001511.40,00001479.70,00001491.10,000000007584400,     4886528760.00,          3259200,             8148,             6382
FUTSTK    ,UNITDSPR  ,29/09/2026,00001497.80,00001517.00,00001497.80,00001500.30,000000000034800,       38563520.00,            25600,               64,               60
FUTSTK    ,UNOMINDA  ,28/07/2026,00001132.20,00001166.00,00001132.20,00001162.90,000000001114300,     1551029645.00,          1347500,             2450,             2180
FUTSTK    ,UNOMINDA  ,25/08/2026,00001158.90,00001173.90,00001142.40,00001170.20,000000004396150,     2420428450.00,          2087250,             3795,             3211
FUTSTK    ,UNOMINDA  ,29/09/2026,00001148.90,00001170.00,00001143.00,00001167.20,000000000033550,       16543010.00,            14300,               26,               23
FUTSTK    ,UPL       ,28/07/2026,00000608.15,00000611.85,00000606.15,00000609.85,000000012085245,     4336961033.75,          7116460,             5252,             3310
FUTSTK    ,UPL       ,25/08/2026,00000609.95,00000615.05,00000609.25,00000611.95,000000024278890,     4746857002.50,          7751955,             5721,             3700
FUTSTK    ,UPL       ,29/09/2026,00000616.95,00000618.35,00000613.25,00000615.85,000000000188345,       32551571.50,            52845,               39,               39
FUTSTK    ,WAAREEENER,28/07/2026,00002702.40,00002769.90,00002702.40,00002752.80,000000001145200,     7069677877.50,          2568825,            14679,            11025
FUTSTK    ,WAAREEENER,25/08/2026,00002694.60,00002753.70,00002694.60,00002737.70,000000006631975,     7108625580.00,          2602600,            14872,            11149
FUTSTK    ,WAAREEENER,29/09/2026,00002710.00,00002746.20,00002700.00,00002735.80,000000000131600,       93544867.50,            34300,              196,              179
FUTSTK    ,WIPRO     ,28/07/2026,00000177.30,00000179.54,00000175.68,00000179.24,000000079653000,    18639091140.00,        105009000,            35003,            22519
FUTSTK    ,WIPRO     ,25/08/2026,00000174.50,00000175.54,00000172.81,00000175.29,000000278157000,    18552985560.00,        106605000,            35535,            23291
FUTSTK    ,WIPRO     ,29/09/2026,00000172.18,00000174.46,00000171.50,00000174.15,000000009213000,      457441500.00,          2646000,              882,              807
FUTSTK    ,FEDERALBNK,28/07/2026,00000356.00,00000357.50,00000353.90,00000356.05,000000012165000,     7329709375.00,         20615000,             8246,             6835
FUTSTK    ,FEDERALBNK,25/08/2026,00000357.00,00000358.00,00000354.65,00000356.80,000000088197500,     7406257875.00,         20787500,             8315,             6802
FUTSTK    ,FEDERALBNK,29/09/2026,00000358.90,00000359.85,00000357.00,00000359.00,000000007980000,      112100000.00,           312500,              125,              119
FUTSTK    ,FORCEMOT  ,28/07/2026,00017934.00,00017934.00,00017237.00,00017281.00,000000000047950,     1731671200.00,            99375,             3975,             2881
FUTSTK    ,FORCEMOT  ,25/08/2026,00017899.00,00017899.00,00017110.00,00017157.00,000000000263625,     2823635025.00,           163200,             6528,             5023
FUTSTK    ,FORCEMOT  ,29/09/2026,00017550.00,00017575.00,00017122.00,00017160.00,000000000007275,       67256625.00,             3900,              156,              141
FUTSTK    ,FORTIS    ,28/07/2026,00000953.95,00000958.50,00000941.45,00000943.70,000000002842700,     2619932333.75,          2765975,             3569,             2586
FUTSTK    ,FORTIS    ,25/08/2026,00000951.10,00000963.65,00000947.10,00000949.05,000000008022025,     2500286245.00,          2624925,             3387,             2914
FUTSTK    ,FORTIS    ,29/09/2026,00000960.20,00000961.80,00000955.25,00000955.70,000000002945775,      474813398.75,           496000,              640,               40
FUTSTK    ,ICICIBANK ,28/07/2026,00001437.50,00001447.80,00001429.20,00001443.80,000000033130300,    38884171410.00,         27045900,            38637,            32220
FUTSTK    ,ICICIBANK ,25/08/2026,00001437.00,00001442.70,00001424.50,00001439.50,000000099008700,    34440187110.00,         24030300,            34329,            28275
FUTSTK    ,ICICIBANK ,29/09/2026,00001442.00,00001452.30,00001434.10,00001448.90,000000008453900,     2204009360.00,          1526700,             2181,             2131
FUTSTK    ,ICICIGI   ,28/07/2026,00001684.10,00001698.70,00001657.80,00001682.80,000000001784250,     3615563445.00,          2147925,             6609,             5318
FUTSTK    ,ICICIGI   ,25/08/2026,00001667.10,00001696.90,00001662.10,00001680.40,000000004895150,     2696085925.00,          1600950,             4926,             4185
FUTSTK    ,ICICIGI   ,29/09/2026,00001666.00,00001699.50,00001666.00,00001681.80,000000000040300,       19742612.50,            11700,               36,               33
FUTSTK    ,ICICIPRULI,28/07/2026,00000501.00,00000509.90,00000501.00,00000509.30,000000005611975,     3137900301.25,          6188250,             6690,             5532
FUTSTK    ,ICICIPRULI,25/08/2026,00000505.50,00000513.00,00000505.50,00000512.05,000000018445425,     2978117050.00,          5843225,             6317,             5110
FUTSTK    ,ICICIPRULI,29/09/2026,00000511.00,00000515.00,00000510.00,00000514.95,000000000204425,       27042005.00,            52725,               57,               44
FUTSTK    ,IDEA      ,28/07/2026,00000013.11,00000013.27,00000013.03,00000013.10,000001971494925,    20090824839.00,       1528278450,            21382,             8580
FUTSTK    ,IDEA      ,25/08/2026,00000013.25,00000013.36,00000013.12,00000013.17,000005033698350,    20644755374.25,       1561014000,            21840,             8911
FUTSTK    ,IDEA      ,29/09/2026,00000013.34,00000013.45,00000013.23,00000013.27,000000070903200,      252225983.25,         18940875,              265,              243
FUTSTK    ,IDFCFIRSTB,28/07/2026,00000086.10,00000088.80,00000084.76,00000084.95,000000101283000,    16013221276.50,        185314500,            19980,            15041
FUTSTK    ,IDFCFIRSTB,25/08/2026,00000087.28,00000089.10,00000085.07,00000085.24,000000332582950,    22320403994.00,        257436900,            27756,            21402
FUTSTK    ,IDFCFIRSTB,29/09/2026,00000088.46,00000089.75,00000085.57,00000085.73,000000037211300,      369225043.25,          4229400,              456,              414
FUTSTK    ,IEX       ,28/07/2026,00000123.24,00000129.52,00000123.24,00000126.93,000000038440950,     4154854911.00,         32720700,             7522,             5081
FUTSTK    ,IEX       ,25/08/2026,00000125.60,00000130.37,00000125.60,00000127.68,000000056497800,     5009823964.50,         39232650,             9019,             6221
FUTSTK    ,IEX       ,29/09/2026,00000127.25,00000129.78,00000127.24,00000128.58,000000000826500,       47997247.50,           374100,               86,               83
FUTSTK    ,INDHOTEL  ,28/07/2026,00000728.05,00000737.55,00000728.05,00000733.10,000000007497000,     4803491850.00,          6558000,             6558,             5872
FUTSTK    ,INDHOTEL  ,25/08/2026,00000736.00,00000742.00,00000732.50,00000737.05,000000019940000,     4868928800.00,          6612000,             6612,             5847
FUTSTK    ,INDHOTEL  ,29/09/2026,00000740.00,00000744.95,00000738.10,00000741.40,000000004731000,       34107150.00,            46000,               46,               43
FUTSTK    ,INDIANB   ,28/07/2026,00000825.70,00000837.60,00000825.55,00000831.05,000000007151000,     4679052450.00,          5632000,             5632,             4647
FUTSTK    ,INDIANB   ,25/08/2026,00000834.55,00000843.00,00000830.05,00000835.30,000000011187000,     4580939600.00,          5484000,             5484,             4335
FUTSTK    ,INDIANB   ,29/09/2026,00000843.00,00000843.50,00000837.00,00000837.70,000000000117000,       15976400.00,            19000,               19,               19
FUTSTK    ,INDIGO    ,28/07/2026,00005129.00,00005248.50,00005108.00,00005233.50,000000001334250,     8930198175.00,          1720500,            11470,             8777
FUTSTK    ,INDIGO    ,25/08/2026,00005170.00,00005269.00,00005127.50,00005256.50,000000005534400,    12131749725.00,          2325900,            15506,            11684
FUTSTK    ,INDIGO    ,29/09/2026,00005187.00,00005295.00,00005171.50,00005287.00,000000000376650,      263232975.00,            50250,              335,              282
FUTSTK    ,INDUSINDBK,28/07/2026,00001010.95,00001012.70,00000996.60,00001007.10,000000012148500,    11302820410.00,         11261600,            16088,             9413
FUTSTK    ,INDUSINDBK,25/08/2026,00001003.45,00001018.70,00001002.35,00001008.30,000000034441400,    12146502270.00,         12045600,            17208,            10421
FUTSTK    ,INDUSINDBK,29/09/2026,00001019.80,00001023.60,00001010.00,00001014.85,000000003519600,      133912730.00,           131600,              188,              165
FUTSTK    ,INDUSTOWER,28/07/2026,00000393.80,00000397.70,00000384.05,00000388.25,000000039569200,     9641909040.00,         24634700,            14491,             8109
FUTSTK    ,INDUSTOWER,25/08/2026,00000398.55,00000399.65,00000386.30,00000390.00,000000080042800,    10293034795.00,         26174900,            15397,             8543
FUTSTK    ,INDUSTOWER,29/09/2026,00000400.15,00000400.15,00000389.80,00000392.10,000000003709400,       93970220.00,           238000,              140,              131
FUTSTK    ,INFY      ,28/07/2026,00001064.00,00001081.90,00001058.20,00001080.00,000000031509200,    36874660560.00,         34260400,            85651,            61034
FUTSTK    ,INFY      ,25/08/2026,00001062.00,00001086.20,00001056.90,00001083.40,000000090136400,    39576604680.00,         36701200,            91753,            63744
FUTSTK    ,INFY      ,29/09/2026,00001055.00,00001087.00,00001050.10,00001085.20,000000002122400,     1051402680.00,           975600,             2439,             2195
FUTSTK    ,INOXWIND  ,28/07/2026,00000077.64,00000078.75,00000077.64,00000078.33,000000038035200,     2320124160.00,         29696000,             4640,             3042
FUTSTK    ,INOXWIND  ,25/08/2026,00000077.94,00000079.10,00000077.94,00000078.74,000000082112000,     2221966976.00,         28288000,             4420,             2815
FUTSTK    ,INOXWIND  ,29/09/2026,00000078.74,00000079.49,00000078.74,00000079.26,000000002835200,       50138560.00,           633600,               99,               88
FUTSTK    ,IOC       ,28/07/2026,00000140.98,00000142.50,00000140.00,00000141.76,000000050246625,     4622222182.50,         32838000,             6736,             6075
FUTSTK    ,IOC       ,25/08/2026,00000139.68,00000142.10,00000139.61,00000141.18,000000136246500,     5588160337.50,         39814125,             8167,             7034
FUTSTK    ,IOC       ,29/09/2026,00000141.00,00000142.60,00000140.44,00000142.06,000000006191250,       91595400.00,           648375,              133,              122
FUTSTK    ,IREDA     ,28/07/2026,00000121.00,00000121.59,00000119.51,00000120.50,000000010864525,     3701679689.00,         30697600,             6784,             5869
FUTSTK    ,IREDA     ,25/08/2026,00000117.06,00000117.78,00000115.67,00000117.45,000000062245900,     3915083983.25,         33457850,             7394,             6451
FUTSTK    ,IREDA     ,29/09/2026,00000116.63,00000116.63,00000114.39,00000115.94,000000003610950,      117714662.25,          1018125,              225,              209
FUTSTK    ,IRFC      ,28/07/2026,00000087.82,00000088.81,00000087.82,00000088.33,000000025231675,     3154887972.25,         35609700,             6564,             5653
FUTSTK    ,IRFC      ,25/08/2026,00000087.06,00000087.75,00000087.00,00000087.28,000000080794525,     3184563861.50,         36450575,             6719,             5776
FUTSTK    ,IRFC      ,29/09/2026,00000086.85,00000087.43,00000086.85,00000087.05,000000005924100,      109235955.50,          1253175,              231,              215
FUTSTK    ,ITC       ,28/07/2026,00000286.45,00000288.70,00000285.70,00000286.35,000000051808650,    10260449040.00,         35750625,            20725,            15022
FUTSTK    ,ITC       ,25/08/2026,00000285.90,00000290.55,00000285.70,00000287.80,000000131928000,    12071991168.75,         41843325,            24257,            18302
FUTSTK    ,ITC       ,29/09/2026,00000288.00,00000291.40,00000288.00,00000289.65,000000018911175,      562489121.25,          1937175,             1123,              658
FUTSTK    ,M&M       ,28/07/2026,00003190.00,00003240.30,00003175.10,00003233.10,000000006527400,    16331712140.00,          5086000,            25430,            16711
FUTSTK    ,M&M       ,25/08/2026,00003207.00,00003261.00,00003190.00,00003250.40,000000013623800,    17992092680.00,          5573600,            27868,            17793
FUTSTK    ,M&M       ,29/09/2026,00003224.90,00003278.50,00003210.00,00003270.80,000000002348600,      206347300.00,            63600,              318,              278
FUTSTK    ,MANAPPURAM,28/07/2026,00000356.00,00000362.55,00000355.50,00000361.05,000000037290000,     8496631350.00,         23742000,             7914,             4389
FUTSTK    ,MANAPPURAM,25/08/2026,00000358.95,00000363.90,00000356.50,00000362.40,000000046119000,     9564042750.00,         26616000,             8872,             5075
FUTSTK    ,MANAPPURAM,29/09/2026,00000358.85,00000364.00,00000358.85,00000364.00,000000000138000,       20601000.00,            57000,               19,               19
FUTSTK    ,MANKIND   ,28/07/2026,00002514.20,00002561.40,00002514.20,00002550.20,000000000813750,     1978200150.00,           777250,             3109,             2356
FUTSTK    ,MANKIND   ,25/08/2026,00002533.70,00002575.70,00002533.70,00002564.10,000000002439750,     2497172850.00,           976250,             3905,             2921
FUTSTK    ,MANKIND   ,29/09/2026,00002570.30,00002579.80,00002565.00,00002573.80,000000000007000,        4497125.00,             1750,                7,                7
FUTSTK    ,MARICO    ,28/07/2026,00000862.95,00000862.95,00000853.30,00000859.15,000000001696800,     3028543920.00,          3534000,             2945,             2676
FUTSTK    ,MARICO    ,25/08/2026,00000850.50,00000861.95,00000850.50,00000860.15,000000012256800,     3284746260.00,          3829200,             3191,             2891
FUTSTK    ,MARICO    ,29/09/2026,00000864.50,00000866.90,00000859.30,00000865.35,000000000956400,       13471140.00,            15600,               13,               13
FUTSTK    ,MARUTI    ,28/07/2026,00013564.00,00013739.00,00013512.00,00013719.00,000000001058100,    10661809700.00,           781500,            15630,            11984
FUTSTK    ,MARUTI    ,25/08/2026,00013540.00,00013669.00,00013444.00,00013650.00,000000001950550,    13165640600.00,           969800,            19396,            14865
FUTSTK    ,MARUTI    ,29/09/2026,00013600.00,00013743.00,00013540.00,00013731.00,000000000109300,      135973150.00,             9950,              199,              185
FUTSTK    ,MAXHEALTH ,28/07/2026,00001088.90,00001117.60,00001086.20,00001112.50,000000001005900,     3485665575.00,          3158925,             6017,             5193
FUTSTK    ,MAXHEALTH ,25/08/2026,00001101.40,00001115.00,00001091.90,00001110.50,000000009399600,     3758032057.50,          3396750,             6470,             5580
FUTSTK    ,MAXHEALTH ,29/09/2026,00001104.20,00001115.50,00001104.20,00001113.30,000000000036750,        9326992.50,             8400,               16,               16
FUTSTK    ,MAZDOCK   ,28/07/2026,00002319.00,00002343.80,00002305.30,00002339.80,000000001247625,     5114964532.50,          2196000,             9760,             6768
FUTSTK    ,MAZDOCK   ,25/08/2026,00002315.00,00002315.00,00002284.70,00002310.30,000000004720500,     5303797087.50,          2304900,            10244,             7145
FUTSTK    ,MAZDOCK   ,29/09/2026,00002287.80,00002308.90,00002284.10,00002305.90,000000000187875,      132217020.00,            57600,              256,              237
FUTSTK    ,MCX       ,28/07/2026,00002734.00,00002767.60,00002734.00,00002755.00,000000002313900,     6343437510.00,          2304900,            10244,             8208
FUTSTK    ,MCX       ,25/08/2026,00002740.00,00002778.80,00002735.50,00002759.30,000000005967900,     7465208175.00,          2707875,            12035,             9499
FUTSTK    ,MCX       ,29/09/2026,00002754.40,00002783.70,00002745.90,00002768.30,000000000201375,      106376490.00,            38475,              171,              145
FUTSTK    ,MFSL      ,28/07/2026,00001486.40,00001531.00,00001486.40,00001509.00,000000003305200,     5004561120.00,          3314400,             8286,             5370
FUTSTK    ,MFSL      ,25/08/2026,00001535.30,00001543.90,00001508.60,00001518.60,000000007874400,     4997358440.00,          3289200,             8223,             5263
FUTSTK    ,MFSL      ,29/09/2026,00001548.00,00001548.00,00001520.00,00001520.00,000000000031200,        7968200.00,             5200,               13,               13
FUTSTK    ,MOTHERSON ,28/07/2026,00000146.17,00000149.69,00000146.17,00000149.31,000000062619300,     9072115182.00,         61087950,             9933,             6890
FUTSTK    ,MOTHERSON ,25/08/2026,00000146.97,00000150.45,00000146.97,00000150.06,000000114937350,    10038356503.50,         67237950,            10933,             7675
FUTSTK    ,MOTHERSON ,29/09/2026,00000148.80,00000151.00,00000148.80,00000150.90,000000000904050,       68310756.00,           455100,               74,               69
FUTSTK    ,MOTILALOFS,28/07/2026,00000874.20,00000880.00,00000862.35,00000868.50,000000001260925,     1815358605.00,          2091725,             2699,             2363
FUTSTK    ,MOTILALOFS,25/08/2026,00000880.00,00000883.10,00000866.25,00000873.15,000000006575875,     2626812822.50,          3010100,             3884,             3233
FUTSTK    ,MOTILALOFS,29/09/2026,00000886.20,00000886.20,00000872.80,00000877.60,000000000121675,       18356146.25,            20925,               27,               27
FUTSTK    ,MPHASIS   ,28/07/2026,00002335.00,00002369.80,00002316.30,00002335.60,000000002278100,     3794268252.50,          1623600,             5904,             4679
FUTSTK    ,MPHASIS   ,25/08/2026,00002337.00,00002383.80,00002330.00,00002348.80,000000004178900,     4399701515.00,          1871925,             6807,             5377
FUTSTK    ,MPHASIS   ,29/09/2026,00002353.50,00002378.70,00002343.80,00002362.80,000000000026125,       20746852.50,             8800,               32,               32
FUTSTK    ,MUTHOOTFIN,28/07/2026,00003039.80,00003063.50,00003023.30,00003029.10,000000001716275,     5667354962.50,          1862850,             6774,             5231
FUTSTK    ,MUTHOOTFIN,25/08/2026,00003050.00,00003080.40,00003027.70,00003046.40,000000005804700,     6204779982.50,          2028125,             7375,             5757
FUTSTK    ,MUTHOOTFIN,29/09/2026,00003077.50,00003095.60,00003057.30,00003061.50,000000000043175,       47373947.50,            15400,               56,               54
FUTSTK    ,YESBANK   ,28/07/2026,00000023.09,00000023.17,00000022.86,00000022.97,000000595751600,     7638791952.00,        332334600,            10686,             5366
FUTSTK    ,YESBANK   ,25/08/2026,00000023.25,00000023.34,00000023.00,00000023.10,000000885634700,     7603086042.00,        328944700,            10577,             5569
FUTSTK    ,YESBANK   ,29/09/2026,00000023.32,00000023.44,00000023.17,00000023.24,000000066896100,      606267443.00,         26061800,              838,              275
FUTIDX    ,NIFTY     ,28/07/2026,00023940.00,00024045.00,00023902.40,00024028.00,000000009215895,    93601033038.50,          3903120,            60048,            38792
FUTIDX    ,NIFTY     ,25/08/2026,00023999.00,00024120.00,00023965.20,00024101.80,000000010274225,    82013105453.50,          3411200,            52480,            34897
FUTIDX    ,NIFTY     ,29/09/2026,00024250.00,00024250.00,00024105.40,00024237.20,000000000874770,     4244900497.50,           175630,             2702,             2127
FUTIDX    ,FINNIFTY  ,28/07/2026,00025865.10,00026199.30,00025865.10,00026177.60,000000000025500,      328902438.00,            12600,              210,              190
FUTIDX    ,FINNIFTY  ,25/08/2026,00026151.00,00026330.90,00026151.00,00026301.90,000000000016740,      304208664.00,            11580,              193,              164
* - OPEN_INT as available in the trading system at the end of trading hours.                        ,,,,,,,,,,,
